cluster_k98,version,n_colors,n_chromatic,achromatic_set,count,n_train,n_val,n_test,mean_chroma,std_chroma,mean_saturation,std_saturation,mean_colorfulness
16,blue|gray|white,3,1,gray|white,232,170,44,18,15.003,2.108,0.2217,0.0216,48.616
10,blue|gray,2,1,gray,167,127,39,1,16.874,5.387,0.279,0.0778,51.424
10,blue|gray|white,3,1,gray|white,155,110,26,19,18.82,5.199,0.284,0.0743,54.898
8,brown|gray|white,3,1,gray|white,135,97,26,12,11.884,1.435,0.3967,0.0412,33.275
2,blue|gray,2,1,gray,117,85,24,8,15.301,3.603,0.2785,0.064,48.25
25,blue|brown|gray,3,2,gray,107,81,10,16,15.533,3.541,0.3135,0.0549,51.943
45,black|brown|orange,3,2,black,100,73,17,10,13.661,2.659,0.3119,0.0592,47.734
33,cyan|green|yellow,3,3,,98,55,28,15,28.693,4.716,0.4378,0.0782,83.958
42,brown|gray|green,3,2,gray,96,90,3,3,17.118,1.686,0.3697,0.0381,39.359
22,cyan|green|yellow,3,3,,92,74,16,2,28.127,5.046,0.4755,0.081,78.378
30,blue|gray|green,3,2,gray,92,68,16,8,19.057,4.301,0.34,0.0601,52.804
9,brown|gray|orange,3,2,gray,90,66,18,6,15.073,3.073,0.3429,0.0628,41.839
20,blue|gray,2,1,gray,87,61,12,14,14.916,3.65,0.2733,0.0649,54.499
7,gray|red,2,1,gray,85,51,27,7,21.49,8.786,0.2997,0.0901,74.71
97,brown|gray|orange,3,2,gray,82,62,11,9,17.668,3.316,0.3298,0.0546,45.977
56,brown|orange,2,2,,79,57,11,11,25.686,2.887,0.4341,0.054,45.871
11,blue|gray|orange,3,2,gray,78,55,17,6,21.317,5.425,0.4189,0.0818,59.277
30,gray|green|red,3,2,gray,78,54,16,8,17.908,4.026,0.3591,0.0604,42.863
49,brown|gray|orange,3,2,gray,78,53,19,6,15.505,3.259,0.3386,0.0651,43.036
56,orange,1,1,,76,49,21,6,28.606,3.259,0.4336,0.0653,49.183
3,blue|brown|yellow,3,3,,75,50,16,9,31.286,4.039,0.4985,0.0464,62.617
38,brown|gray|orange,3,2,gray,74,48,15,11,16.59,2.941,0.3177,0.0606,41.654
5,blue|gray,2,1,gray,73,57,16,0,21.064,5.82,0.3698,0.1176,63.082
20,blue|gray|green,3,2,gray,72,48,16,8,18.043,4.886,0.3142,0.0725,53.293
9,brown|gray|red,3,2,gray,71,50,10,11,12.953,2.926,0.3568,0.0544,35.49
88,brown|gray|orange,3,2,gray,70,49,14,7,15.405,3.109,0.3452,0.0578,45.776
30,gray|green|white,3,1,gray|white,69,46,17,6,16.56,3.09,0.3003,0.0593,41.034
84,cyan|green|yellow,3,3,,69,48,16,5,28.79,4.407,0.4575,0.0866,83.862
18,blue|gray,2,1,gray,68,50,12,6,16.189,4.394,0.3216,0.0636,46.667
21,brown|gray|orange,3,2,gray,68,52,13,3,14.47,2.995,0.254,0.0427,42.778
25,blue|brown|orange,3,3,,65,44,19,2,21.418,3.314,0.4327,0.0663,58.579
10,blue|gray|orange,3,2,gray,64,50,9,5,22.797,6.715,0.3545,0.0935,71.352
92,brown|gray|white,3,1,gray|white,63,46,12,5,10.731,1.318,0.2333,0.0289,38.017
16,gray|orange|white,3,1,gray|white,62,40,15,7,13.255,1.713,0.2208,0.0183,43.006
54,gray|red|white,3,1,gray|white,62,44,13,5,23.445,5.503,0.3296,0.0782,87.534
54,brown|orange|red,3,3,,62,42,14,6,27.981,5.841,0.5332,0.0901,84.117
64,brown|orange|red,3,3,,61,44,9,8,17.258,5.442,0.4285,0.0888,38.754
16,blue|orange|white,3,2,white,60,45,9,6,14.19,1.467,0.2344,0.0171,47.949
4,gray|red|white,3,1,gray|white,59,42,9,8,19.578,4.845,0.2673,0.0596,66.789
25,blue|gray,2,1,gray,59,34,23,2,16.16,4.756,0.3061,0.0783,54.157
56,orange|yellow,2,2,,59,44,10,5,23.337,3.675,0.3374,0.0631,42.522
31,brown|gray|orange,3,2,gray,57,44,12,1,17.1,4.399,0.3529,0.0713,47.4
56,brown|orange|yellow,3,3,,57,35,14,8,23.558,3.203,0.3918,0.063,42.872
66,red,1,1,,57,42,15,0,42.286,15.521,0.5158,0.1444,59.725
35,blue|gray|white,3,1,gray|white,56,38,7,11,16.676,4.705,0.2696,0.0744,56.503
51,gray|red,2,1,gray,56,30,21,5,22.158,8.578,0.3242,0.1028,73.168
14,cyan|green|yellow,3,3,,55,41,8,6,29.734,6.371,0.483,0.0788,82.484
89,brown|orange|red,3,3,,55,38,11,6,22.859,8.028,0.4855,0.113,48.225
7,gray|red|white,3,1,gray|white,54,40,6,8,20.802,9.117,0.3085,0.1007,69.882
38,brown|orange,2,2,,54,48,6,0,21.685,2.461,0.3921,0.0468,43.427
16,brown|gray|white,3,1,gray|white,53,39,10,4,15.094,3.005,0.2534,0.0341,45.412
42,brown|green,2,2,,53,50,3,0,20.607,2.241,0.5009,0.0873,45.207
64,red,1,1,,51,41,10,0,24.687,8.32,0.537,0.0723,40.981
4,gray|orange|red,3,2,gray,50,34,7,9,19.58,3.271,0.3032,0.0433,65.417
7,red|white,2,1,white,49,37,6,6,24.806,12.509,0.3238,0.1246,82.753
30,gray|green|yellow,3,2,gray,49,33,11,5,18.734,4.013,0.3558,0.0577,43.563
38,gray|orange|white,3,1,gray|white,49,35,11,3,15.607,2.636,0.2287,0.0304,43.342
69,brown|orange|red,3,3,,49,35,13,1,24.81,7.095,0.4874,0.0913,50.336
16,gray|white|yellow,3,1,gray|white,48,34,10,4,16.863,2.601,0.2251,0.0395,47.619
73,black|orange,2,1,black,48,32,6,10,10.846,2.769,0.2656,0.0403,50.598
90,blue|gray|green,3,2,gray,48,33,8,7,16.96,2.485,0.3043,0.0385,46.377
2,blue|gray|white,3,1,gray|white,47,33,12,2,13.6,2.165,0.2698,0.0471,42.584
54,gray|red|yellow,3,2,gray,47,27,16,4,29.367,5.956,0.3657,0.074,89.059
9,brown|orange|red,3,3,,46,29,10,7,21.202,5.663,0.4967,0.1154,47.594
21,gray|orange,2,1,gray,46,26,9,11,15.508,3.2,0.2293,0.0328,48.292
25,brown|orange|white,3,2,white,46,32,8,6,16.347,2.746,0.3605,0.0563,44.066
28,brown|orange|red,3,3,,46,33,10,3,17.697,4.76,0.5219,0.1038,46.12
10,gray|orange|white,3,1,gray|white,45,32,10,3,22.412,5.877,0.2963,0.0699,75.162
20,blue|gray|orange,3,2,gray,45,28,13,4,16.029,3.038,0.2766,0.0503,53.084
32,gray|green|yellow,3,2,gray,45,32,9,4,17.253,1.724,0.2597,0.0294,40.805
47,blue|gray,2,1,gray,45,30,7,8,14.76,3.367,0.2553,0.0495,46.019
5,blue|gray|yellow,3,2,gray,44,29,13,2,28.282,7.741,0.4735,0.1197,79.98
26,brown|gray|orange,3,2,gray,44,32,8,4,17.136,4.151,0.3424,0.0583,46.998
50,blue|gray|green,3,2,gray,44,36,5,3,17.38,3.606,0.3271,0.0463,46.974
58,blue|gray,2,1,gray,44,27,10,7,13.108,2.745,0.2994,0.0575,48.41
81,gray|orange|white,3,1,gray|white,44,35,7,2,21.776,3.493,0.3273,0.0501,58.58
3,blue|brown,2,2,,43,31,6,6,34.918,5.807,0.5549,0.0407,66.179
6,blue|gray,2,1,gray,43,32,4,7,17.286,3.359,0.3079,0.0514,49.494
11,gray|orange,2,1,gray,43,33,7,3,16.698,3.945,0.2746,0.0591,46.243
42,brown|green|red,3,3,,43,37,4,2,18.294,2.356,0.4819,0.0873,42.837
65,gray|red|white,3,1,gray|white,43,27,12,4,23.093,6.809,0.3064,0.0969,79.642
5,blue|gray|orange,3,2,gray,42,25,3,14,23.373,7.019,0.4189,0.1076,70.574
22,cyan|green|white,3,2,white,42,28,10,4,25.472,4.203,0.385,0.0597,74.258
32,brown|gray|yellow,3,2,gray,42,32,7,3,16.142,1.661,0.2679,0.0291,40.423
92,red|white,2,1,white,42,30,8,4,12.919,1.414,0.213,0.0187,39.027
16,blue|gray|orange,3,2,gray,41,28,8,5,15.079,1.514,0.2581,0.0289,42.275
21,gray|orange|yellow,3,2,gray,41,38,3,0,21.522,3.145,0.2851,0.0403,57.313
24,gray|orange|white,3,1,gray|white,41,28,9,4,18.608,5.167,0.2695,0.0689,58.664
75,cyan|orange,2,2,,41,36,3,2,33.977,1.096,0.5946,0.0175,124.941
75,cyan,1,1,,41,37,3,1,34.515,1.736,0.6152,0.0202,115.284
90,blue|gray|red,3,2,gray,41,36,5,0,16.519,3.787,0.3059,0.0355,47.794
93,brown|gray|orange,3,2,gray,41,28,7,6,17.427,3.252,0.3148,0.0452,44.199
8,brown|white,2,1,white,40,29,7,4,13.87,2.994,0.4448,0.0512,36.057
13,brown|orange|red,3,3,,40,28,10,2,21.991,6.279,0.4856,0.1214,46.81
25,blue|gray|orange,3,2,gray,40,25,7,8,19.671,5.382,0.3605,0.0858,63.08
38,gray|orange|red,3,2,gray,40,26,9,5,18.064,3.249,0.2898,0.0473,45.83
58,blue|gray|red,3,2,gray,40,32,6,2,15.943,4.854,0.3409,0.0741,58.2
58,blue|gray|green,3,2,gray,40,27,8,5,15.847,4.971,0.3538,0.0551,46.249
97,brown|orange|red,3,3,,40,28,11,1,22.124,5.656,0.4703,0.0828,46.075
10,blue|gray|yellow,3,2,gray,39,32,3,4,26.449,8.933,0.3802,0.1167,76.7
16,blue|gray|yellow,3,2,gray,39,27,8,4,18.462,3.031,0.2476,0.0355,49.038
48,blue,1,1,,39,30,7,2,21.668,8.655,0.3869,0.1171,46.255
71,brown|orange,2,2,,39,36,1,2,18.485,3.263,0.3585,0.0572,33.699
76,blue|gray,2,1,gray,39,29,8,2,19.94,4.604,0.3303,0.0553,45.273
9,brown|gray,2,1,gray,38,26,8,4,13.133,2.128,0.3435,0.0742,36.244
36,brown|orange,2,2,,38,15,15,8,20.644,2.867,0.379,0.0559,38.063
68,cyan|gray,2,1,gray,38,34,2,2,15.827,4.588,0.3478,0.1268,71.5
89,orange|red,2,2,,38,33,4,1,27.295,7.7,0.4846,0.1166,52.541
90,blue|brown|red,3,3,,38,25,12,1,16.731,4.207,0.3802,0.0492,50.902
0,blue|green,2,2,,37,32,2,3,23.893,4.647,0.4565,0.0539,48.418
3,blue|brown|orange,3,3,,37,26,8,3,32.059,3.07,0.5247,0.0367,66.431
10,brown|gray|orange,3,2,gray,37,25,8,4,19.168,5.539,0.3199,0.0784,57.343
17,blue|gray,2,1,gray,37,19,12,6,17.016,4.437,0.3062,0.0737,54.44
18,blue|brown|gray,3,2,gray,37,28,7,2,13.175,2.075,0.3055,0.0632,40.722
30,gray|green,2,1,gray,37,26,6,5,18.917,3.658,0.3593,0.0551,38.606
32,black|gray|yellow,3,1,black|gray,37,27,7,3,16.238,1.985,0.2446,0.0273,40.394
47,blue|brown|gray,3,2,gray,37,32,2,3,15.118,1.895,0.3219,0.0449,46.953
63,gray|red|white,3,1,gray|white,37,28,4,5,20.715,7.232,0.2688,0.0663,76.182
65,red|white,2,1,white,37,25,7,5,28.55,10.56,0.335,0.1307,92.995
31,brown|gray|red,3,2,gray,36,26,6,4,14.93,4.725,0.3751,0.1077,40.9
37,brown|gray|orange,3,2,gray,36,29,4,3,16.961,2.386,0.3302,0.0404,45.796
64,brown|gray|red,3,2,gray,36,24,7,5,14.104,2.811,0.3756,0.0564,34.034
74,brown|gray|orange,3,2,gray,36,26,5,5,16.465,4.196,0.3299,0.0677,45.403
85,brown|green|yellow,3,3,,36,32,3,1,16.953,3.879,0.414,0.0609,44.001
5,blue|gray|white,3,1,gray|white,35,25,4,6,26.096,11.201,0.3573,0.1284,70.048
19,brown|orange,2,2,,35,26,7,2,20.084,4.284,0.4016,0.0456,45.538
46,brown|gray|orange,3,2,gray,35,25,7,3,16.368,3.649,0.3417,0.0614,45.905
62,blue|gray|white,3,1,gray|white,35,24,8,3,19.865,5.39,0.3203,0.146,60.135
66,blue|gray|white,3,1,gray|white,35,21,11,3,17.888,4.462,0.2744,0.0931,53.403
79,blue|gray|green,3,2,gray,35,23,8,4,16.129,3.214,0.3056,0.0361,44.065
0,blue|green|yellow,3,3,,34,22,4,8,17.915,3.823,0.3865,0.0647,44.346
5,gray|red,2,1,gray,34,25,7,2,22.067,14.282,0.3221,0.1345,65.361
6,blue|gray|green,3,2,gray,34,24,8,2,15.818,2.476,0.3079,0.0407,43.538
8,brown|gray,2,1,gray,34,23,6,5,11.591,2.069,0.3824,0.0565,32.042
9,brown|red,2,2,,34,27,2,5,16.986,3.523,0.5369,0.1115,38.558
11,gray|orange|red,3,2,gray,34,27,5,2,17.935,4.733,0.3396,0.0725,48.035
21,gray|orange|white,3,1,gray|white,34,25,8,1,17.888,3.036,0.246,0.0356,48.062
24,gray|red|white,3,1,gray|white,34,27,5,2,21.918,7.548,0.3006,0.1007,74.139
53,blue|gray|white,3,1,gray|white,34,28,0,6,15.798,2.737,0.2702,0.0423,41.546
64,brown|red,2,2,,34,22,5,7,15.115,4.79,0.4493,0.0716,32.89
87,gray|green,2,1,gray,34,20,9,5,20.716,4.62,0.2949,0.0467,45.288
89,red,1,1,,34,16,18,0,26.115,10.584,0.4938,0.1395,43.46
0,blue|brown|orange,3,3,,33,21,8,4,25.084,7.153,0.4376,0.0784,62.414
15,black|brown|orange,3,2,black,33,24,6,3,14.029,3.795,0.2886,0.0682,42.441
19,brown|gray|orange,3,2,gray,33,23,8,2,17.954,3.21,0.3418,0.0458,44.801
22,cyan|green,2,2,,33,23,3,7,29.524,5.292,0.5249,0.0838,82.474
23,blue|gray|white,3,1,gray|white,33,16,11,6,17.951,4.129,0.2792,0.0678,61.829
28,brown|red,2,2,,33,18,8,7,12.225,4.305,0.4984,0.0931,37.044
33,cyan|orange|yellow,3,3,,33,29,2,2,28.292,3.889,0.4053,0.0644,87.819
51,gray|red|white,3,1,gray|white,33,24,8,1,16.492,6.795,0.285,0.0787,54.341
53,blue|gray,2,1,gray,33,12,15,6,17.113,3.833,0.3181,0.0736,43.831
65,blue|gray|white,3,1,gray|white,33,21,7,5,17.754,4.099,0.2655,0.0722,62.764
96,blue|orange|white,3,2,white,33,28,3,2,28.537,3.163,0.4286,0.0351,80.23
2,blue|brown|gray,3,2,gray,32,19,5,8,14.415,2.179,0.3051,0.055,45.523
24,red|white,2,1,white,32,15,11,6,26.137,10.233,0.3129,0.1046,81.666
33,brown|cyan|yellow,3,3,,32,26,3,3,25.354,4.514,0.4522,0.0691,79.89
44,brown|gray|orange,3,2,gray,32,18,9,5,15.276,4.036,0.2899,0.064,42.543
49,brown|orange,2,2,,32,16,11,5,23.752,6.265,0.5404,0.0512,53.925
55,brown|orange|red,3,3,,32,21,10,1,29.52,3.722,0.5648,0.053,62.265
59,gray|orange|white,3,1,gray|white,32,24,3,5,19.157,5.164,0.2674,0.0636,59.214
79,cyan|gray|green,3,2,gray,32,23,5,4,16.984,2.653,0.3449,0.0424,40.917
83,gray|red,2,1,gray,32,27,1,4,17.429,6.491,0.29,0.084,60.606
88,blue|brown|gray,3,2,gray,32,23,6,3,11.966,2.073,0.3202,0.0564,39.029
92,blue|brown|orange,3,3,,32,25,5,2,30.212,4.745,0.5277,0.0559,63.924
5,gray|orange|red,3,2,gray,31,25,5,1,25.095,6.16,0.4187,0.0974,69.851
17,blue|brown|gray,3,2,gray,31,14,10,7,14.243,3.081,0.3015,0.0594,43.98
22,brown|green|yellow,3,3,,31,18,7,6,24.219,5.259,0.4903,0.0796,60.805
25,blue|orange|white,3,2,white,31,21,4,6,20.293,3.998,0.3919,0.0737,62.811
29,red,1,1,,31,12,8,11,43.928,17.844,0.6011,0.1505,66.251
30,gray|red|white,3,1,gray|white,31,26,3,2,13.899,3.346,0.2718,0.0632,41.051
80,brown|orange|red,3,3,,31,18,8,5,20.999,4.618,0.4474,0.0946,41.069
11,gray|orange|purple,3,2,gray,30,21,7,2,15.509,2.927,0.3355,0.0649,43.568
14,cyan|green|white,3,2,white,30,24,2,4,24.77,4.173,0.3755,0.076,71.379
21,gray|white|yellow,3,1,gray|white,30,24,3,3,21.127,3.4,0.264,0.0386,54.166
33,green|white|yellow,3,2,white,30,27,3,0,24.347,3.558,0.3592,0.0589,59.219
36,brown|orange|red,3,3,,30,25,2,3,17.743,4.659,0.408,0.0511,32.092
43,brown|gray|red,3,2,gray,30,24,6,0,12.777,2.395,0.3369,0.0517,35.388
49,blue|brown|gray,3,2,gray,30,19,5,6,12.925,1.949,0.3161,0.0483,40.442
53,blue|brown|gray,3,2,gray,30,23,4,3,15.154,2.837,0.3116,0.0419,42.822
92,blue|gray,2,1,gray,30,27,3,0,19.36,4.213,0.3623,0.0665,41.79
94,black|brown|orange,3,2,black,30,28,2,0,11.674,3.096,0.2955,0.0548,42.201
24,blue|gray|white,3,1,gray|white,29,20,6,3,19.674,6.469,0.3324,0.0853,69.712
25,brown|gray|orange,3,2,gray,29,25,4,0,15.515,2.903,0.3313,0.0568,42.779
27,brown|gray|red,3,2,gray,29,22,7,0,12.828,2.002,0.3209,0.0603,33.99
30,blue|gray|red,3,2,gray,29,20,7,2,16.48,3.177,0.2994,0.0432,52.605
33,cyan|white|yellow,3,2,white,29,21,7,1,25.279,2.636,0.3491,0.0401,73.763
39,blue|brown|gray,3,2,gray,29,23,3,3,14.744,2.445,0.274,0.0319,47.413
46,brown|gray|red,3,2,gray,29,13,13,3,13.765,3.382,0.3408,0.0686,37.109
54,orange|red|white,3,2,white,29,19,7,3,28.377,6.373,0.479,0.0822,90.982
54,blue|gray|yellow,3,2,gray,29,21,4,4,24.908,4.068,0.3211,0.0402,75.569
66,blue,1,1,,29,25,4,0,33.892,8.458,0.5118,0.1007,70.134
69,brown|gray|orange,3,2,gray,29,24,4,1,18.806,4.69,0.3571,0.0738,47.015
76,blue,1,1,,29,24,3,2,27.438,7.391,0.4838,0.0875,54.383
91,brown|gray|red,3,2,gray,29,21,5,3,12.523,3.039,0.3477,0.0604,36.104
5,brown|orange|yellow,3,3,,28,22,5,1,27.133,6.233,0.4692,0.1061,57.83
5,gray|red|white,3,1,gray|white,28,21,4,3,23.151,7.034,0.3074,0.0816,90.289
10,gray|orange|yellow,3,2,gray,28,17,7,4,24.098,5.337,0.334,0.0781,65.52
18,blue|gray|white,3,1,gray|white,28,14,13,1,13.673,2.603,0.266,0.0508,41.47
20,blue|brown|gray,3,2,gray,28,20,5,3,16.088,3.385,0.3093,0.0588,55.386
33,cyan|green|white,3,2,white,28,17,7,4,25.019,3.633,0.3524,0.0461,74.42
46,brown|orange|red,3,3,,28,17,5,6,22.336,5.516,0.5384,0.1124,56.04
51,gray|orange|red,3,2,gray,28,19,7,2,21.257,7.484,0.3222,0.0979,60.447
59,gray|red|white,3,1,gray|white,28,17,7,4,20.883,6.303,0.2804,0.0535,70.658
68,blue|brown|gray,3,2,gray,28,23,4,1,14.93,4.094,0.3162,0.0504,49.762
72,green|orange|red,3,3,,28,28,0,0,35.749,2.135,0.5276,0.0265,114.81
86,brown|green|yellow,3,3,,28,21,5,2,18.938,6.944,0.4835,0.0544,39.699
91,blue|gray|red,3,2,gray,28,20,6,2,15.004,5.369,0.3381,0.0873,39.645
97,gray|orange|white,3,1,gray|white,28,20,5,3,15.77,3.396,0.2491,0.0425,46.761
25,blue|gray|white,3,1,gray|white,27,12,13,2,14.038,3.453,0.2707,0.0392,45.782
26,brown|orange|red,3,3,,27,23,2,2,19.908,4.741,0.4312,0.0998,45.824
42,brown|green|yellow,3,3,,27,24,3,0,19.983,1.986,0.5058,0.093,40.473
43,blue|brown|gray,3,2,gray,27,16,3,8,13.026,2.573,0.3149,0.0628,39.211
48,red,1,1,,27,17,8,2,53.321,13.137,0.7112,0.1019,85.492
49,brown|gray|red,3,2,gray,27,18,7,2,12.815,3.615,0.3303,0.0674,39.778
65,gray|orange|red,3,2,gray,27,20,3,4,22.203,6.987,0.3437,0.0808,68.153
66,gray|red|white,3,1,gray|white,27,18,7,2,18.815,6.207,0.2422,0.0574,65.138
74,gray|red|white,3,1,gray|white,27,18,8,1,15.211,7.822,0.2654,0.0872,50.151
77,gray|red,2,1,gray,27,17,8,2,18.009,4.878,0.2907,0.0855,60.839
89,gray|red|white,3,1,gray|white,27,19,6,2,13.924,2.197,0.2482,0.036,36.647
91,brown|orange|red,3,3,,27,24,1,2,22.117,5.816,0.5556,0.1092,55.69
93,gray|orange|white,3,1,gray|white,27,21,4,2,17.849,3.622,0.2472,0.0496,51.66
10,blue|white,2,1,white,26,14,10,2,23.017,5.872,0.3239,0.077,66.253
15,brown|orange|white,3,2,white,26,20,5,1,16.73,4.463,0.2982,0.066,48.516
15,red,1,1,,26,22,4,0,51.127,11.257,0.7308,0.1092,84.826
24,orange|red|white,3,2,white,26,12,8,6,26.795,8.769,0.3696,0.1285,80.841
25,blue|gray|green,3,2,gray,26,20,2,4,18.692,6.721,0.3339,0.0786,56.081
29,red|white,2,1,white,26,19,7,0,26.737,13.83,0.3618,0.1405,77.033
29,gray|red|white,3,1,gray|white,26,12,10,4,18.595,9.818,0.2587,0.0833,64.006
34,blue|orange,2,2,,26,15,9,2,20.532,5.6,0.3878,0.0837,54.835
36,brown|orange|white,3,2,white,26,18,5,3,17.68,2.367,0.3255,0.0311,39.376
39,gray|green|yellow,3,2,gray,26,16,7,3,18.559,3.188,0.3227,0.053,40.026
39,brown|orange|red,3,3,,26,17,6,3,17.962,3.098,0.4211,0.0711,39.901
46,blue|gray|white,3,1,gray|white,26,17,8,1,13.46,2.173,0.2918,0.0536,45.206
53,blue,1,1,,26,14,11,1,24.95,12.035,0.4133,0.0699,50.145
55,black|orange|red,3,2,black,26,19,4,3,21.759,2.588,0.3886,0.0487,61.822
59,gray|orange|red,3,2,gray,26,24,2,0,20.804,5.556,0.3369,0.0955,55.933
59,brown|gray|orange,3,2,gray,26,15,7,4,22.318,5.358,0.3783,0.0745,58.907
59,blue|gray|white,3,1,gray|white,26,19,3,4,18.72,5.07,0.2929,0.0812,65.066
66,blue|white,2,1,white,26,19,1,6,25.26,8.261,0.3899,0.1128,64.028
72,black|red,2,1,black,26,23,2,1,45.416,4.63,0.6155,0.0499,135.705
78,brown|gray|orange,3,2,gray,26,18,6,2,17.206,3.223,0.3662,0.0708,50.017
85,brown|red|yellow,3,3,,26,18,5,3,14.197,4.79,0.4481,0.1425,40.634
93,gray|red,2,1,gray,26,19,4,3,21.771,10.36,0.3577,0.1407,63.737
2,blue|gray|orange,3,2,gray,25,15,7,3,15.9,3.237,0.2853,0.0426,52.075
10,blue|gray|green,3,2,gray,25,16,5,4,20.664,7.837,0.3228,0.0893,55.711
10,blue|brown|gray,3,2,gray,25,17,3,5,14.626,3.307,0.2803,0.0429,46.348
10,gray|white|yellow,3,1,gray|white,25,16,8,1,26.904,9.432,0.3439,0.12,78.614
10,gray|orange,2,1,gray,25,16,8,1,20.814,8.1,0.299,0.101,68.136
15,gray|red,2,1,gray,25,10,11,4,31.739,14.892,0.512,0.2021,74.842
21,brown|gray,2,1,gray,25,19,3,3,12.135,1.632,0.2316,0.0367,39.354
21,gray|red,2,1,gray,25,16,7,2,14.998,2.961,0.2528,0.0417,51.286
21,brown|gray|red,3,2,gray,25,20,3,2,14.197,3.009,0.2703,0.0515,44.897
27,brown|orange|red,3,3,,25,20,1,4,20.468,6.897,0.453,0.1145,45.072
33,brown|cyan|green,3,3,,25,13,6,6,23.83,4.393,0.5169,0.0695,81.144
36,brown|gray|yellow,3,2,gray,25,19,4,2,17.13,2.805,0.3828,0.0426,37.653
39,brown|gray|orange,3,2,gray,25,17,6,2,15.938,3.065,0.32,0.0549,39.36
45,black|brown,2,1,black,25,17,6,2,10.769,2.232,0.305,0.0581,38.95
47,blue|gray|green,3,2,gray,25,19,5,1,18.158,3.903,0.3345,0.0517,49.656
47,blue|gray|white,3,1,gray|white,25,16,6,3,15.105,2.91,0.2859,0.0583,42.415
49,brown|orange|red,3,3,,25,17,7,1,22.338,5.508,0.5284,0.1026,55.514
54,black|gray|red,3,1,black|gray,25,17,5,3,22.667,6.788,0.3388,0.0859,94.915
63,gray|red,2,1,gray,25,16,9,0,32.599,13.111,0.415,0.1302,88.546
65,gray|red,2,1,gray,25,20,3,2,21.636,8.775,0.3486,0.1253,62.532
68,cyan|gray|green,3,2,gray,25,19,4,2,18.887,4.321,0.4554,0.1337,85.257
74,brown|orange,2,2,,25,16,9,0,27.362,9.424,0.5235,0.1542,50.192
81,orange|white,2,1,white,25,12,10,3,21.333,2.394,0.3167,0.0354,58.056
84,cyan|green|white,3,2,white,25,20,5,0,25.803,4.193,0.3554,0.0684,79.882
84,cyan|white|yellow,3,2,white,25,15,6,4,24.769,3.135,0.3387,0.055,76.097
89,brown|gray|orange,3,2,gray,25,17,8,0,16.193,2.874,0.3385,0.0707,41.509
90,blue|green|yellow,3,3,,25,19,3,3,18.1,3.646,0.3668,0.039,48.072
5,gray|orange|yellow,3,2,gray,24,14,7,3,23.512,6.775,0.3758,0.1146,61.68
5,blue,1,1,,24,24,0,0,36.433,8.064,0.6743,0.1201,89.724
5,gray|orange,2,1,gray,24,18,4,2,18.149,5.237,0.3056,0.0834,56.377
10,blue|gray|red,3,2,gray,24,19,4,1,23.874,8.215,0.3588,0.0854,72.111
24,gray|orange|red,3,2,gray,24,17,2,5,20.0,5.13,0.3059,0.069,55.48
24,brown|gray|orange,3,2,gray,24,20,4,0,17.458,3.586,0.3062,0.0564,49.247
29,cyan,1,1,,24,24,0,0,12.6,3.27,0.4072,0.0585,46.528
35,blue|gray,2,1,gray,24,16,8,0,17.52,5.055,0.3094,0.1007,52.817
41,blue|gray|white,3,1,gray|white,24,14,3,7,11.859,2.157,0.2987,0.0726,41.043
44,brown|gray|white,3,1,gray|white,24,20,2,2,14.103,2.979,0.2963,0.0525,42.936
52,brown|orange|red,3,3,,24,14,6,4,30.589,3.482,0.546,0.0422,69.433
54,brown|gray|red,3,2,gray,24,19,3,2,23.873,8.54,0.4302,0.1113,84.282
57,brown|gray|orange,3,2,gray,24,14,8,2,16.273,4.533,0.3076,0.0701,46.826
57,brown|orange|white,3,2,white,24,19,3,2,14.876,4.043,0.2872,0.0598,47.041
57,red|white,2,1,white,24,12,10,2,16.825,4.144,0.2571,0.1109,49.2
60,blue|brown|gray,3,2,gray,24,15,3,6,16.054,3.679,0.3855,0.0563,50.913
78,blue|brown|gray,3,2,gray,24,13,6,5,13.431,3.414,0.3453,0.0794,43.497
79,brown|gray|orange,3,2,gray,24,18,5,1,16.887,3.55,0.3208,0.0491,38.792
85,brown|orange|red,3,3,,24,16,2,6,20.267,4.383,0.4664,0.0718,53.953
90,blue|green,2,2,,24,19,4,1,21.403,5.086,0.3753,0.0457,53.161
93,brown|orange|red,3,3,,24,18,6,0,24.598,6.929,0.4495,0.0956,50.776
2,blue|gray|red,3,2,gray,23,14,6,3,17.324,4.154,0.2941,0.057,50.525
5,brown|gray|orange,3,2,gray,23,12,8,3,19.072,3.654,0.3468,0.0765,51.867
10,gray|orange|red,3,2,gray,23,13,3,7,20.888,5.011,0.3168,0.0731,64.495
14,cyan|green,2,2,,23,13,9,1,27.24,4.867,0.49,0.0923,87.12
15,blue,1,1,,23,16,5,2,18.777,6.321,0.4903,0.0752,40.439
16,blue|brown|gray,3,2,gray,23,10,6,7,18.643,3.377,0.2895,0.0536,52.297
20,blue|gray|white,3,1,gray|white,23,20,3,0,13.075,2.25,0.2413,0.0401,43.82
24,orange|white,2,1,white,23,16,3,4,24.999,7.261,0.3278,0.1068,79.885
24,red,1,1,,23,23,0,0,38.68,14.361,0.5804,0.1565,57.341
39,brown|gray|yellow,3,2,gray,23,13,4,6,17.274,2.795,0.324,0.0383,41.175
45,black|orange,2,1,black,23,15,4,4,12.889,2.788,0.2616,0.0414,49.601
